[24/07/2017][20:08:40]  -system sys,start server 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 62 2215 2063 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 70 2219 2063 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 100 2227 2062 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 328 2321 2218 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 337 2318 2223 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 442 2488 2054 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 545 2488 1950 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 575 2450 1951 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 602 2543 1943 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 673 2618 1978 
[24/07/2017][20:08:52]  -system err,No empty mobgrid: 792 2472 1836 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 802 2476 1820 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 908 2612 2078 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1032 2396 1688 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1046 2363 1700 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1118 2336 1596 
[24/07/2017][20:08:52]  -system err,No empty mobgrid: 1179 2274 1748 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1184 2226 1748 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1204 2198 1710 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1227 2267 1736 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1240 2296 1618 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1279 1996 1638 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1292 1956 1560 
[24/07/2017][20:08:52]  -system err,No empty mobgrid: 1304 1960 1644 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1506 2192 1360 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1542 2244 1302 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1830 279 3790 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1968 409 3815 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 1995 560 3802 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 2086 750 3809 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 2220 420 4027 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 2253 974 4075 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 2287 1003 4005 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 2307 952 4002 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 2445 2328 2088 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 2542 930 3804 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 2620 1048 3754 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 2869 1195 4023 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 2882 1225 4013 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3051 1397 3790 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3068 1404 3733 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3514 1317 4042 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3850 2123 1632 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3852 2113 1634 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3855 2060 1636 
[24/07/2017][20:08:52]  -system err,No empty mobgrid: 3860 2086 1616 
[24/07/2017][20:08:52]  -system err,No empty mobgrid: 3864 2138 1623 
[24/07/2017][20:08:52]  -system err,No empty mobgrid: 3868 2074 1595 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3869 2083 1596 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3870 2098 1595 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3873 2132 1595 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3874 2124 1582 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3878 2139 1581 
[24/07/2017][20:08:52]  -system err,No empty mobgrid: 3885 2048 1574 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3886 2054 1584 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3887 2059 1551 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3889 2097 1550 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3891 2135 1550 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 3892 2153 1550 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 5690 3432 1622 
[24/07/2017][20:08:52]  -system err,No empty mobgrid: 5770 3409 1534 
[24/07/2017][20:08:52]  -system err,No empty mobgrid(1): 5841 3424 1460 
[24/07/2017][20:09:00]  -system etc,nightmare_arcan clear -20:9 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 70 2224 2063 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 324 2368 2213 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 337 2324 2224 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 601 2543 1954 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 796 2513 1836 
[24/07/2017][20:09:04]  -system err,No empty mobgrid: 1229 2268 1719 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 1293 1945 1573 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 1297 1967 1625 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 1405 1877 1758 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 1467 2192 1487 
[24/07/2017][20:09:04]  -system err,No empty mobgrid: 1871 321 3744 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 1934 435 3788 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 1968 410 3815 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 2019 596 3770 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 2086 749 3809 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 2287 1003 4004 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 2523 799 3889 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 2601 1030 3762 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 2617 1077 3753 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 2635 1068 3786 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 2641 1128 3762 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 3051 1396 3789 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 3511 1333 4039 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 3852 2112 1637 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 3869 2085 1596 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 3873 2133 1595 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 3878 2139 1583 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 3891 2133 1551 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 4036 3622 2822 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 5690 3432 1622 
[24/07/2017][20:09:04]  -system err,No empty mobgrid(1): 5841 3424 1460 
[24/07/2017][20:09:05] IP: 192.168.1.108 FUTURO CNFAccountLogin Mac: -1327610679.-2104213023.-2033555236.-2082929153 
[24/07/2017][20:09:11] IP: 192.168.1.108 FUTURO sta,Login char:teste exp:143928178 level:241 conn:1 money:1998327980, store:0 
[24/07/2017][20:09:13]  FUTURO etc,changecity city:0 X:2086 Y:2098 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 100 2226 2062 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 230 2363 2148 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 259 2361 2160 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 337 2322 2219 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 601 2543 1955 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 1204 2198 1710 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 1292 1956 1560 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 1298 1976 1622 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 2626 1127 3731 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 3051 1397 3789 
[24/07/2017][20:09:16]  -system err,No empty mobgrid(1): 3514 1317 4041 
