[05/03/2017][17:05:18]  -system sys,start server 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 73 2194 2150 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 160 2306 2128 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 223 2350 2132 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 261 2344 2156 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 328 2319 2221 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 406 2458 2096 
[05/03/2017][17:05:30]  -system err,No empty mobgrid: 466 2536 2084 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 602 2543 1944 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 605 2535 1938 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 697 2644 2016 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 802 2476 1820 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 883 2575 2060 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 998 2414 1744 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1046 2360 1700 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1088 2311 1720 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1104 2338 1616 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1180 2263 1748 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1184 2228 1748 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1298 1977 1624 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1554 2262 1252 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1751 168 3788 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1827 276 3742 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1830 279 3791 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1897 376 3812 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1901 388 3816 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1906 400 3798 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1909 384 3769 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1972 400 3824 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 1995 560 3802 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 2019 596 3772 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 2086 750 3809 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 2220 420 4027 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 2542 930 3804 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 2646 1124 3786 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 2652 2324 2190 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 2661 2322 2195 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 2974 1473 3987 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 3354 1337 1705 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 3375 1302 1679 
[05/03/2017][17:05:30]  -system err,No empty mobgrid: 3840 804 4058 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 3852 2112 1636 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 3855 2061 1635 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 3860 2087 1610 
[05/03/2017][17:05:30]  -system err,No empty mobgrid: 3864 2138 1623 
[05/03/2017][17:05:30]  -system err,No empty mobgrid: 3865 2050 1617 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 3871 2107 1594 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 3879 2139 1566 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 3889 2095 1550 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 3890 2117 1552 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 3891 2134 1552 
[05/03/2017][17:05:30]  -system err,No empty mobgrid: 3894 2038 1572 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 5682 3402 1617 
[05/03/2017][17:05:30]  -system err,No empty mobgrid(1): 5971 3388 1088 
[05/03/2017][17:05:42]  -system err,No empty mobgrid(1): 160 2306 2128 
[05/03/2017][17:05:42]  -system err,No empty mobgrid(1): 328 2318 2221 
[05/03/2017][17:05:42]  -system err,No empty mobgrid(1): 704 2651 2004 
[05/
