[01/04/2018][12:20:32]  -system sys,start server 
[01/04/2018][12:20:33] IP: 25.80.207.79 FOKUS1 CNFAccountLogin Mac: 2033827341.-1638183242.-2033065182.-1411387887 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 223 2350 2129 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 337 2321 2218 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 378 2434 2108 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 601 2543 1953 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 700 2660 2004 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 704 2655 2004 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 797 2526 1833 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 798 2535 1832 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 883 2575 2059 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1006 2369 1744 
[01/04/2018][12:20:45]  -system err,No empty mobgrid: 1179 2272 1748 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1186 2211 1748 
[01/04/2018][12:20:45]  -system err,No empty mobgrid: 1198 2209 1690 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1230 2250 1735 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1296 1954 1621 
[01/04/2018][12:20:45]  -system err,No empty mobgrid: 1300 1960 1635 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1448 1822 1760 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1456 1817 1678 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1556 2272 1252 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1871 319 3744 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1913 380 3740 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1914 388 3764 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 1968 411 3815 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 2019 596 3772 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 2500 832 3954 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 2553 912 3753 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 2620 1048 3754 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 2663 2348 2196 
[01/04/2018][12:20:45]  -system err,No empty mobgrid: 2869 1196 4022 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 2938 1359 4072 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 2948 1384 3992 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 2974 1473 3986 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 2997 1495 4007 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3045 1371 3799 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3060 1379 3745 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3102 1442 3772 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3306 1536 1701 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3375 1300 1678 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3486 491 3888 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3792 2231 3627 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3832 2393 2117 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3852 2116 1635 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3860 2087 1610 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3871 2102 1596 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3872 2118 1596 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3873 2136 1594 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3875 2122 1568 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3879 2138 1568 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3880 2087 1566 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3885 2052 1574 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3886 2055 1586 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3887 2062 1551 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 3889 2098 1552 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 5690 3432 1622 
[01/04/2018][12:20:45]  -system err,No empty mobgrid: 5768 3407 1539 
[01/04/2018][12:20:45]  -system err,No empty mobgrid: 5770 3408 1533 
[01/04/2018][12:20:45]  -system err,No empty mobgrid: 5771 3409 1530 
[01/04/2018][12:20:45]  -system err,No empty mobgrid: 5772 3409 1525 
[01/04/2018][12:20:45]  -system err,No empty mobgrid(1): 5971 3392 1088 
[01/04/2018][12:20:47] IP: 25.5.216.68 DECO CNFAccountLogin Mac: 7086871.-1527429516.-2139805708.172737324 
[01/04/2018][12:20:56] IP: 25.5.216.68 DECO sta,Login char:TESTEEE exp:0 level:1011 conn:2 money:1885548264, store:0 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 140 2284 2144 
[01/04/2018][12:20:57]  -system err,No empty mobgrid: 148 2296 2114 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 233 2362 2118 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 245 2368 2146 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 337 2322 2219 
[01/04/2018][12:20:57]  -system err,No empty mobgrid: 796 2513 1833 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 935 2600 2132 
[01/04/2018][12:20:57]  -system err,No empty mobgrid: 1181 2252 1748 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 1233 2268 1692 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 1297 1968 1621 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 1531 2210 1306 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 1968 411 3815 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 2048 664 3767 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 2086 749 3809 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 2239 412 4066 
[01/04/2018][12:20:57]  -system err,No empty mobgrid: 2869 1196 4022 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 3313 1536 1764 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 3511 1332 4040 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 3852 2118 1635 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 3871 2102 1594 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 3875 2123 1567 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 3889 2095 1551 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 4036 3624 2821 
[01/04/2018][12:20:57]  -system err,No empty mobgrid(1): 5971 3388 1086 
[01/04/2018][12:20:59]  DECO etc,changecity city:0 X:2089 Y:2095 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 337 2318 2223 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 704 2656 2004 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 1204 2198 1710 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 1292 1956 1560 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 1296 1953 1622 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 1300 1961 1635 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 1968 408 3812 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 2938 1359 4072 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 2974 1473 3986 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 3458 2384 2118 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 3605 2449 4010 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 3871 2107 1595 
[01/04/2018][12:21:09]  -system err,No empty mobgrid(1): 4106 3542 2896 
