[05/03/2017][19:44:09]  -system sys,start server 
[05/03/2017][19:44:16] IP: 187.110.69.50 BIKINHO CNFAccountLogin Mac: -312543481.-1217966727.-1095454382.1868310843 
[05/03/2017][19:44:17] IP: 187.4.213.191 DANODANO1 CNFAccountLogin Mac: 277579523.628313041.-1470615319.134366016 
[05/03/2017][19:44:20] IP: 189.45.123.83 MANEJO CNFAccountLogin Mac: 859423508.1608401992.-1551144654.-2113389136 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 70 2224 2063 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 375 2434 2132 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 379 2432 2096 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 404 2450 2070 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 442 2488 2052 
[05/03/2017][19:44:21]  -system err,No empty mobgrid: 536 2514 2007 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 575 2451 1952 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 601 2543 1956 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 638 2586 2018 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 676 2614 1950 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 707 2650 1940 
[05/03/2017][19:44:21]  -system err,No empty mobgrid: 798 2535 1832 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 819 2517 1810 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 873 2590 2054 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 883 2575 2062 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1026 2406 1696 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1046 2365 1700 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1170 2276 1740 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1172 2276 1729 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1230 2252 1735 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1235 2296 1558 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1298 1982 1622 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1316 1974 1668 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1318 1994 1668 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1363 1980 1744 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1464 1806 1682 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1547 2204 1252 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1768 171 3773 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1795 207 3761 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1846 320 3811 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1900 379 3787 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1916 388 3752 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 1995 560 3802 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2016 588 3777 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2086 750 3808 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2115 456 3878 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2125 412 3895 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2239 411 4066 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2302 932 4033 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2634 1073 3797 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2877 1186 3992 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2960 1408 4044 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2962 1417 4030 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2974 1473 3986 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2980 1455 4038 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 2997 1496 4005 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3051 1396 3790 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3088 1415 3772 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3514 1317 4041 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3586 780 4067 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3792 2232 3627 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3832 2393 2118 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3852 2115 1635 
[05/03/2017][19:44:21]  -system err,No empty mobgrid: 3853 2086 1635 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3856 2055 1627 
[05/03/2017][19:44:21]  -system err,No empty mobgrid: 3858 2069 1613 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3863 2123 1614 
[05/03/2017][19:44:21]  -system err,No empty mobgrid: 3870 2100 1595 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3875 2122 1566 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3888 2077 1550 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3889 2099 1552 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3890 2117 1552 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 3892 2150 1552 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 5677 3402 1618 
[05/03/2017][19:44:21]  -system err,No empty mobgrid(1): 5965 3390 1087 
[05/03/2017][19:44:24] IP: 187.110.69.50 BIKINHO sta,Login char:lH2O exp:800000000 level:39 conn:1 money:1980186648, store:0 
[05/03/2017][19:44:25] IP: 189.45.123.83 MANEJO sta,Login char:N3R0 exp:800000000 level:39 conn:3 money:1742932944, store:0 
[05/03/2017][19:44:26]  BIKINHO etc,changecity city:0 X:2094 Y:2097 
[05/03/2017][19:44:26]  MANEJO etc,changecity city:0 X:2097 Y:2106 
[05/03/2017][19:44:27] IP: 187.4.213.191 DANODANO1 sta,Login char:Cavalinho exp:780000000 level:39 conn:2 money:236663409, store:0 
[05/03/2017][19:44:29] IP: 177.39.204.178 WALLACER137 CNFAccountLogin Mac: 812394551.-1378333794.-1614894986.-299591001 
[05/03/2017][19:44:30] IP: 201.23.128.224 ALUKZ CNFAccountLogin Mac: 649105474.-1253750974.-1517725103.851183657 
[05/03/2017][19:44:32]  DANODANO1 etc,changecity city:0 X:2090 Y:2106 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 233 2362 2118 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 697 2644 2016 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 704 2650 2004 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 708 2645 2004 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 1046 2365 1700 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 1061 2340 1700 
[05/03/2017][19:44:33]  -system err,No empty mobgrid: 1229 2269 1719 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 1293 1944 1574 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 1297 1968 1624 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 1467 2192 1488 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 1768 169 3773 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 1934 435 3788 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 1995 560 3802 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 2016 587 3779 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 2115 456 3878 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 2239 411 4066 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 2541 927 3810 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 2949 1405 4057 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 2997 1495 4007 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 3051 1396 3790 
[05/03/2017][19:44:33]  -system err,No empty mobgrid(1): 3852 2113 1640 
